num_posts_x,SEVERE_TOXICITY80p_x,fixation_dict_incels_x,fixation_dict_td_x,NegativeEmotion_x,CoreHostility_x,We_x,They_x,length_x,count_repeated_x,num_posts_y,SEVERE_TOXICITY80p_y,fixation_dict_incels_y,fixation_dict_td_y,NegativeEmotion_y,CoreHostility_y,We_y,They_y,length_y,count_repeated_y,ptile
3,0.0,0.0,1.8633540372670807,1.8633540372670807,1.2422360248447204,1.8633540372670807,1.8633540372670807,270.0,161,4,0.0,0.0,3.1746031746031744,2.380952380952381,3.968253968253968,3.968253968253968,0.0,154.5,126,2
7,0.0,0.0,1.9830028328611897,1.41643059490085,2.8328611898017,1.13314447592068,1.13314447592068,159.0,353,7,14.285714285714285,0.33670033670033667,3.3670033670033668,4.040404040404041,3.7037037037037033,0.6734006734006733,1.0101010101010102,119.0,297,3
2,0.0,1.3157894736842104,2.631578947368421,2.631578947368421,0.0,3.9473684210526314,0.0,206.0,76,31,0.0,0.1272264631043257,4.707379134860051,3.0534351145038165,3.689567430025445,0.6361323155216284,3.435114503816794,100.0,786,2
8,0.0,0.0,2.1505376344086025,1.2903225806451613,0.8602150537634409,1.0752688172043012,2.3655913978494625,185.0,465,29,0.0,0.0,3.2537960954446854,1.843817787418655,1.6268980477223427,2.0607375271149677,1.9522776572668112,140.0,922,3
45,2.2222222222222223,0.11210762331838565,5.493273542600897,2.690582959641256,4.147982062780269,0.672645739910314,2.3542600896860986,84.0,892,96,4.166666666666666,0.22136137244050913,5.755395683453238,3.3757609297177646,3.984504703929164,1.4941892639734367,2.047592695074709,87.0,1807,4
10,0.0,0.0,2.5602409638554215,0.6024096385542169,0.7530120481927711,0.7530120481927711,1.2048192771084338,245.0,664,6,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.641025641025641,144.0,156,3
1,0.0,0.0,2.4390243902439024,0.0,0.0,2.4390243902439024,0.0,213.0,41,4,0.0,0.0,2.5906735751295336,1.5544041450777202,0.0,0.5181347150259068,0.5181347150259068,261.0,193,1
71,11.267605633802818,0.18099547511312217,1.9004524886877827,3.4615384615384617,5.226244343891403,0.8371040723981901,1.3122171945701357,238.0,4420,19,26.31578947368421,0.2136752136752137,2.4572649572649574,3.8461538461538463,7.6923076923076925,0.7478632478632479,1.4957264957264957,207.0,936,4
1,0.0,0.0,1.8867924528301887,1.8867924528301887,1.8867924528301887,0.0,7.547169811320755,306.0,53,1,0.0,0.0,3.8461538461538463,3.8461538461538463,3.8461538461538463,0.0,0.0,144.0,26,1
19,0.0,0.05963029218843172,1.7292784734645201,1.132975551580203,1.4907573047107932,1.0137149672033392,0.9540846750149076,364.0,1677,4,0.0,0.0,3.75,3.125,3.125,0.0,3.75,240.5,160,3
4,0.0,0.0,5.555555555555555,2.2222222222222223,0.0,0.0,0.0,95.0,90,5,0.0,2.2988505747126435,5.747126436781609,1.1494252873563218,1.1494252873563218,2.2988505747126435,3.4482758620689653,98.0,87,2
1,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,116.0,22,8,0.0,0.0,1.2195121951219512,1.0670731707317074,1.0670731707317074,0.7621951219512195,1.9817073170731707,173.0,656,1
3,0.0,0.0,5.333333333333334,0.0,0.0,0.0,5.333333333333334,40.0,75,17,0.0,0.20876826722338201,4.175365344467641,2.9227557411273484,2.5052192066805845,0.6263048016701461,2.2964509394572024,157.0,479,2
3,33.33333333333333,0.0,2.941176470588235,8.823529411764707,19.607843137254903,1.9607843137254901,0.9803921568627451,107.0,102,1,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,185.0,36,2
2,0.0,0.0,4.25531914893617,8.51063829787234,4.25531914893617,4.25531914893617,2.127659574468085,141.0,47,2,0.0,0.0,6.451612903225806,0.0,0.0,0.0,0.0,98.0,31,2
25,0.0,0.0,2.4806201550387597,1.550387596899225,1.1627906976744187,0.3875968992248062,1.4728682170542635,292.0,1290,17,0.0,0.0,1.460920379839299,2.3374726077428782,1.460920379839299,1.460920379839299,2.7027027027027026,360.0,1369,4
58,0.0,0.07547169811320754,5.2075471698113205,3.094339622641509,3.69811320754717,0.9811320754716981,1.8113207547169812,103.5,1325,120,0.8333333333333334,0.05336179295624333,6.670224119530416,3.468516542155817,3.468516542155817,0.5336179295624333,2.5613660618996796,70.0,1874,4
8,0.0,0.0,0.8637236084452975,1.4395393474088292,2.015355086372361,0.8637236084452975,1.3435700575815739,766.0,1042,9,0.0,0.0,1.2594458438287155,1.2594458438287155,2.518891687657431,0.3778337531486146,1.7632241813602016,252.0,794,3
13,0.0,0.17889087656529518,3.5778175313059033,1.7889087656529516,1.073345259391771,0.17889087656529518,1.6100178890876566,159.0,559,142,0.7042253521126761,0.10790396547073104,4.909630428918263,2.8055031022390073,3.1292149986512,1.2948475856487724,2.3738872403560833,108.5,3707,3
8,0.0,0.0,5.194805194805195,0.0,0.6493506493506493,0.0,1.948051948051948,98.5,154,5,0.0,0.0,3.1645569620253164,0.6329113924050633,0.6329113924050633,0.0,1.2658227848101267,141.0,158,3
6,0.0,1.171875,3.125,2.734375,2.734375,0.0,1.171875,223.5,256,28,0.0,0.44943820224719105,3.3707865168539324,2.584269662921348,1.5730337078651686,1.0112359550561798,2.696629213483146,116.0,890,2
3,0.0,0.0,7.4074074074074066,3.7037037037037033,1.8518518518518516,0.0,0.0,79.0,54,6,0.0,0.0,2.9787234042553195,2.553191489361702,3.404255319148936,1.276595744680851,2.127659574468085,203.5,235,2
3,0.0,0.0,1.1673151750972763,1.9455252918287937,2.7237354085603114,0.38910505836575876,3.501945525291829,569.0,257,11,0.0,0.0,1.3856812933025404,2.0785219399538106,2.1939953810623556,0.23094688221709006,1.6166281755196306,257.0,866,2
2,0.0,0.0,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,57.5,23,3,33.33333333333333,0.0,4.3478260869565215,2.898550724637681,10.144927536231885,0.0,0.0,61.0,69,2
1,0.0,0.0,3.4482758620689653,0.0,3.4482758620689653,0.0,3.4482758620689653,158.0,29,10,0.0,0.0,3.6630036630036633,3.296703296703297,4.761904761904762,1.098901098901099,1.465201465201465,147.0,273,1
2,0.0,0.0,4.081632653061225,2.0408163265306123,0.0,4.081632653061225,6.122448979591836,129.5,49,1,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,6.666666666666667,92.0,15,2
1,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,78.0,11,9,0.0,0.16806722689075632,1.5126050420168067,1.1764705882352942,0.8403361344537815,0.8403361344537815,0.33613445378151263,135.0,595,1
5,0.0,0.0,4.838709677419355,2.4193548387096775,4.032258064516129,0.8064516129032258,3.225806451612903,127.0,124,1,0.0,0.0,4.3478260869565215,4.3478260869565215,4.3478260869565215,0.0,8.695652173913043,125.0,23,2
