num_posts,SEVERE_TOXICITY,SEVERE_TOXICITY80p,fixation_dict_incels,fixation_dict_td,NegativeEmotion,CoreHostility,We,They,length,count_repeated,kind,ptile
1,1.404176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,before,1
18,54.00176,0.0,0.27359781121751026,0.0,1.5047879616963065,2.462380300957592,0.13679890560875513,1.231190150478796,200.5,731,before,3
15,71.72686,0.0,2.857142857142857,0.0,2.857142857142857,4.8979591836734695,0.0,1.2244897959183674,58.0,245,before,3
10,71.06952,0.0,0.7194244604316548,0.0,2.877697841726619,3.117505995203837,0.0,2.3980815347721824,87.0,417,before,3
3,32.558307,0.0,10.0,0.0,15.0,15.0,0.0,0.0,35.0,20,before,2
6,76.093924,0.0,2.1739130434782608,0.0,7.608695652173914,8.695652173913043,1.0869565217391304,1.0869565217391304,77.0,92,before,2
2,77.96681,0.0,0.0,0.0,6.896551724137931,17.24137931034483,0.0,0.0,70.0,29,before,2
10,73.1343,0.0,3.3557046979865772,0.6711409395973155,2.684563758389262,2.013422818791946,0.6711409395973155,0.6711409395973155,63.0,149,before,3
20,74.73183,0.0,1.1428571428571428,0.0,4.571428571428571,7.7142857142857135,0.0,1.7142857142857144,98.5,350,before,3
1,74.73183,0.0,3.125,0.0,6.25,18.75,0.0,3.125,160.0,32,before,1
4,49.62923,0.0,0.0,0.0,2.3529411764705883,2.3529411764705883,0.0,0.0,106.5,85,before,2
13,42.277345,0.0,1.171875,0.0,0.78125,0.390625,0.390625,1.5625,83.0,256,before,3
10,60.693085,0.0,1.2295081967213115,0.0,1.2295081967213115,1.2295081967213115,0.0,0.4098360655737705,125.5,244,before,3
1,23.49249,0.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,2,before,1
12,68.07675,0.0,1.1428571428571428,0.5714285714285714,1.1428571428571428,2.2857142857142856,0.5714285714285714,1.7142857142857144,63.5,175,before,3
1,5.8164448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4,before,1
2,59.631175000000006,0.0,7.4074074074074066,0.0,3.7037037037037033,3.7037037037037033,0.0,0.0,75.0,27,before,2
1,61.82963,0.0,11.11111111111111,0.0,11.11111111111111,22.22222222222222,0.0,0.0,58.0,9,before,1
6,74.73183,0.0,2.0,0.0,4.0,4.0,0.0,0.0,39.0,50,before,2
5,71.027213,0.0,0.0,0.0,10.0,30.0,0.0,0.0,12.0,10,before,2
3,19.051981,0.0,2.1739130434782608,0.0,1.0869565217391304,2.1739130434782608,0.0,3.260869565217391,72.0,92,before,2
1,0.9714874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,13,before,1
1,49.264553,0.0,0.0,0.0,3.125,6.25,0.0,0.0,155.0,32,before,1
2,30.539569999999998,0.0,1.2048192771084338,0.0,4.819277108433735,1.2048192771084338,1.2048192771084338,6.024096385542169,294.5,83,before,2
1,86.612374,100.0,2.941176470588235,0.0,8.823529411764707,26.47058823529412,0.0,0.0,195.0,34,before,1
2,72.4044,0.0,0.0,0.0,7.142857142857142,7.142857142857142,0.0,0.0,132.0,14,before,2
1,4.6612706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,16,before,1
2,42.191094,0.0,3.225806451612903,0.0,9.67741935483871,3.225806451612903,0.0,6.451612903225806,78.5,31,before,2
