venue,date_post,SEVERE_TOXICITY,SEVERE_TOXICITY80p,fixation_dict_incels,fixation_dict_td,fixation_dict_gc,NegativeEmotion,CoreHostility,We,They,fixation_dict_incels_norm,fixation_dict_td_norm,fixation_dict_gc_norm,NegativeEmotion_norm,CoreHostility_norm,We_norm,They_norm,length,count_repeated,intervention_flag,date_idx
/r/Incels,2017-07-11,28.457938557012984,6.233766233766234,1.982851018220793,0.021436227224008574,0.0,2.915326902465166,5.005359056806002,0.6645230439442658,1.2968917470525188,0.01828974247543611,0.00014435298859126984,0.0,0.0284796819269148,0.05233127125480946,0.007886915552725896,0.009480430110777325,82.0,9330,0,-119
/r/Incels,2017-07-12,26.207259178518527,3.7037037037037033,1.8505667360629192,0.0,0.0,3.6317372195234787,5.158454776775388,1.087207957436965,2.0587554938699975,0.0170590380616598,0.0,0.0,0.042118995506269484,0.06357653927023034,0.008050921158704776,0.014513572339702668,78.0,4323,0,-118
/r/Incels,2017-07-13,26.136616674440898,3.8338658146964857,2.4829125401032224,0.041846840563537456,0.0,2.3992188589761474,3.9475519598270328,0.7811410238526991,1.4785883665783235,0.028262658318001645,0.00031283280085197016,0.0,0.026301190058834023,0.05056852142862086,0.007881596324055428,0.012046890322304573,79.0,7169,0,-117
/r/Incels,2017-07-14,24.910649818479268,6.1443932411674345,2.171544774493427,0.10167768174885612,0.0,2.8615004720749506,4.742537584428789,0.7843706877768901,1.3072844796281502,0.02972798917923095,0.0024547030172990237,0.0,0.03353069222831668,0.05819048258615332,0.006943472879889571,0.01199663738906714,67.0,13769,0,-116
/r/Incels,2017-07-15,27.911581963448857,4.785478547854786,2.1778119395336923,0.06832351182850799,0.0,3.177043300025621,5.944145529080195,0.5636689725851909,1.3920915535058502,0.02224261813255809,0.0006554885073327862,0.0,0.034684876894088446,0.06641041437755174,0.005233294127199302,0.009463007748599206,70.0,11709,0,-115
/r/Incels,2017-07-16,29.498108305569247,5.384615384615385,1.9846116267708842,0.067171470444553,0.0,3.3341475329750856,5.42256961406937,0.8304836345872008,1.6731802638006839,0.020180917205410213,0.0022593019409439083,0.0,0.03842133343180096,0.0646919014457079,0.0076733248197939025,0.013429281555341736,86.0,16376,0,-114
/r/Incels,2017-07-17,29.114376777804896,6.169296987087518,2.454064938333753,0.06921721620941354,0.0,3.215454316637302,5.002516989680342,0.41530329725648124,1.497608859803675,0.025492853538030543,0.0006796610723302583,0.0,0.03869610703745104,0.06761499849275997,0.0038140038768846966,0.011543105240551159,77.0,15892,0,-113
/r/Incels,2017-07-18,27.525032232809437,5.84144645340751,2.4564930577370108,0.050260727524030914,0.0,2.9151221963937926,5.214550480618207,0.4334987748947666,1.2188226424577497,0.02646218382861509,0.0006255535740402926,0.0,0.033845666656636846,0.06699627184694205,0.004128133162483467,0.008842351630694247,68.0,15917,0,-112
/r/Incels,2017-07-19,25.466941505130446,5.072463768115942,2.3023457862728063,0.028960324355632783,0.0,2.5774688676513176,4.409209383145091,0.4126846220677671,1.0787720822473212,0.025069129681419198,9.987647569898939e-05,0.0,0.03388054725685729,0.0571006687834088,0.004730281935322159,0.008453817819597313,64.0,13812,0,-111
/r/Incels,2017-07-20,26.229258212224032,4.707792207792208,2.45091114564204,0.04237886707162029,0.0,2.895889249894053,4.520412487639497,0.6568724396101144,1.3561237462918492,0.025932944399579792,0.0007166410158119877,0.0,0.03172375189952753,0.04831273395223923,0.0057573541062909935,0.00919724326024836,71.5,14158,0,-110
