num_posts,SEVERE_TOXICITY,SEVERE_TOXICITY80p,fixation_dict_incels,fixation_dict_td,fixation_dict_gc,NegativeEmotion,CoreHostility,We,They,length,count_repeated,kind,ptile
2,4.3846436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14,before,2
1,4.611396999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,before,1
5,4.884005,0.0,0.0,0.0,0.0,3.8910505836575875,2.3346303501945527,0.38910505836575876,1.1673151750972763,216.0,257,before,2
1,12.1317334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,4,before,1
1,1.133922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,19,before,1
2,34.42144,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,128.0,50,before,2
29,84.61127,6.896551724137931,0.0,0.0,0.8206330597889802,1.1723329425556859,7.854630715123095,0.11723329425556857,2.6963657678780772,141.0,853,before,4
1,11.57298,0.0,0.0,0.0,0.0,2.272727272727273,2.272727272727273,3.4090909090909087,1.1363636363636365,497.0,88,before,1
1,4.3758016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3,before,1
2,80.814576,50.0,0.0,0.0,0.0,6.0606060606060606,12.121212121212121,0.0,1.5151515151515151,165.5,66,before,2
1,27.447873,0.0,0.0,0.0,0.0,5.714285714285714,8.571428571428571,0.0,2.857142857142857,174.0,35,before,1
1,29.744035000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,116.0,22,before,1
18,65.954447,0.0,0.0,0.0,1.5974440894568689,2.5559105431309903,4.15335463258786,1.2779552715654952,1.5974440894568689,49.5,313,before,3
1,2.8356144,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,46.0,6,before,1
2,19.121112,0.0,0.0,0.0,0.0,4.166666666666666,4.166666666666666,0.0,0.0,69.5,24,before,2
1,64.522135,0.0,0.0,0.0,0.0,0.0,2.564102564102564,0.0,0.0,256.0,39,before,1
1,23.934,0.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,0.0,110.0,19,before,1
1,2.2517614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,120.0,22,before,1
3,81.1006,33.33333333333333,0.0,0.0,2.5210084033613445,3.361344537815126,6.722689075630252,0.0,3.361344537815126,86.0,119,before,2
3,53.229994000000005,0.0,0.0,0.0,2.2346368715083798,1.1173184357541899,1.1173184357541899,0.0,0.0,377.0,179,before,2
1,2.1806134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2,before,1
4,39.781670000000005,0.0,0.0,0.0,0.2518891687657431,1.8891687657430731,1.5113350125944585,0.5037783375314862,2.2670025188916876,993.0,794,before,2
1,2.0229619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,before,1
1,49.23124,0.0,0.0,0.0,0.0,1.257861635220126,5.031446540880504,0.0,5.031446540880504,807.0,159,before,1
5,63.703010000000006,0.0,0.0,0.0,0.7889546351084813,2.1696252465483234,2.1696252465483234,1.9723865877712032,0.591715976331361,474.0,507,before,2
122,80.028737,0.819672131147541,0.0,0.0,1.0792313766780732,2.18478546986049,2.1584627533561465,0.42116346406949196,1.395103974730192,125.0,3799,before,4
1,61.34684,0.0,0.0,0.0,4.0,12.0,20.0,0.0,0.0,121.0,25,before,1
21,38.772935,0.0,0.0,0.0,0.6519967400162999,2.1189894050529747,2.363488182559087,0.24449877750611246,1.2224938875305624,231.0,1227,before,3
1,5.3653847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5,before,1
1,27.087554000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,61,before,1
3,7.9726145,0.0,0.0,0.0,0.0,1.2,0.8,0.0,2.8000000000000003,240.0,250,before,2
36,53.998816000000005,0.0,0.0,0.0,0.33112582781456956,2.3178807947019866,1.3245033112582782,0.26490066225165565,0.5298013245033113,131.5,1510,before,4
77,75.09048,0.0,0.0,0.0,0.23959646910466584,1.8915510718789406,2.1311475409836063,0.8448928121059268,0.8827238335435058,384.0,7930,before,4
11,67.738676,0.0,0.0,0.0,0.5110732538330494,2.385008517887564,3.0664395229982966,0.0,3.4071550255536627,133.0,587,before,3
2,66.1335,0.0,0.0,0.0,0.0,1.0101010101010102,11.11111111111111,0.0,3.0303030303030303,278.0,99,before,2
5,76.39836700000001,0.0,0.0,0.0,1.2096774193548387,3.225806451612903,4.838709677419355,0.0,3.6290322580645165,347.0,248,before,2
5,14.549027,0.0,0.0,0.0,0.21231422505307856,1.6985138004246285,1.910828025477707,0.9554140127388535,0.6369426751592357,1067.0,942,before,2
1,3.102735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7,before,1
2,12.540921999999998,0.0,0.0,0.0,3.1746031746031744,0.0,0.0,0.0,4.761904761904762,172.5,63,before,2
28,46.480462,0.0,0.0,0.0,0.1366742596810934,3.416856492027335,3.8724373576309796,0.7289293849658315,1.0022779043280183,391.0,2195,before,4
7,44.843727,0.0,0.0,0.0,0.7429420505200593,1.9316493313521546,2.674591381872214,0.8915304606240713,2.9717682020802374,203.0,673,before,2
1,24.669039,0.0,0.0,0.0,0.0,2.0618556701030926,2.0618556701030926,1.0309278350515463,4.123711340206185,468.0,97,before,1
6,17.066847,0.0,0.0,0.0,0.0,0.6928406466512702,1.6166281755196306,0.4618937644341801,1.8475750577367205,198.0,433,before,2
1,2.8932284999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,before,1
5,20.219305000000002,0.0,0.0,0.0,0.0,0.9900990099009901,0.9900990099009901,2.9702970297029703,0.0,73.0,101,before,2
3,51.19621,0.0,0.0,0.0,0.0,1.5384615384615385,2.307692307692308,0.0,0.0,116.0,130,before,2
1,35.9662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,16,before,1
1,22.316834,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,85.0,15,before,1
1,47.289926,0.0,0.0,0.0,2.857142857142857,5.714285714285714,8.571428571428571,0.0,5.714285714285714,220.0,35,before,1
4,10.640591,0.0,0.0,0.0,0.0,1.0309278350515463,1.0309278350515463,2.0618556701030926,2.0618556701030926,129.0,97,before,2
1,23.678613000000002,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,137.0,25,before,1
4,49.950123000000005,0.0,0.0,0.0,3.765690376569038,2.092050209205021,4.602510460251046,0.8368200836820083,0.8368200836820083,274.0,239,before,2
1,5.4026622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8,before,1
1,26.907405,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,211.0,40,before,1
4,12.362063,0.0,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,79.5,79,before,2
1,49.9591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5,before,1
2,10.806140000000001,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,179.5,63,before,2
1,5.792895700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,10,before,1
4,47.212863,0.0,0.0,0.0,0.12755102040816327,1.7857142857142856,1.7857142857142856,0.12755102040816327,1.913265306122449,895.5,784,before,2
15,76.40095,0.0,0.0,0.0,0.0,4.329004329004329,4.761904761904762,3.896103896103896,1.2987012987012987,63.0,231,before,3
2,19.589585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,13,before,2
1,82.64713,100.0,0.0,0.0,2.127659574468085,6.382978723404255,12.76595744680851,0.0,0.0,265.0,47,before,1
1,2.5456648,0.0,0.0,0.0,0.7092198581560284,0.0,0.0,0.0,3.546099290780142,819.0,141,before,1
10,43.663239999999995,0.0,0.0,0.0,0.891089108910891,1.5841584158415842,0.9900990099009901,0.297029702970297,0.6930693069306931,377.5,1010,before,3
11,49.692476,0.0,0.0,0.0,0.5660377358490566,1.5723270440251573,1.3207547169811322,0.5031446540880503,1.5723270440251573,457.0,1590,before,3
72,69.24795,0.0,0.0,0.0,0.6921824104234527,2.239413680781759,3.013029315960912,0.9364820846905538,1.9951140065146578,131.0,2456,before,4
7,63.57106,0.0,0.0,0.0,0.0,2.766798418972332,3.557312252964427,0.3952569169960474,1.5810276679841897,222.0,253,before,2
4,43.15599,0.0,0.0,0.0,0.7633587786259541,2.2900763358778624,3.0534351145038165,1.5267175572519083,0.0,191.5,131,before,2
1,1.2769279999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,19,before,1
1,68.408906,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,63.0,9,before,1
1,6.416467600000001,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,2.380952380952381,489.0,84,before,1
1,10.510143,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,137.0,26,before,1
2,35.487634,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,47.5,17,before,2
1,64.82525,0.0,0.0,0.0,0.0,5.88235294117647,11.76470588235294,0.0,0.0,91.0,17,before,1
3,27.699852000000003,0.0,0.0,0.0,4.071246819338422,2.7989821882951653,1.5267175572519083,2.5445292620865136,3.816793893129771,930.0,393,before,2
2,32.007948000000006,0.0,0.0,0.0,0.0,5.172413793103448,8.620689655172415,0.0,1.7241379310344827,155.5,58,before,2
30,70.68664,0.0,0.0,0.0,0.36968576709796674,2.7726432532347505,3.3271719038817005,0.9242144177449169,0.36968576709796674,38.0,541,before,4
1,7.2636259999999995,0.0,0.0,0.0,0.0,1.8691588785046727,0.9345794392523363,0.0,0.9345794392523363,523.0,107,before,1
2,7.955952,0.0,0.0,0.0,1.4285714285714286,2.857142857142857,4.285714285714286,0.0,0.0,205.5,70,before,2
90,83.274287,1.1111111111111112,0.0,0.0,1.03359173126615,1.6611295681063125,2.1410114433370246,0.5537098560354374,1.2550756736803248,123.0,2709,before,4
7,64.860094,0.0,0.0,0.0,0.0,2.2222222222222223,2.9629629629629632,2.2222222222222223,2.2222222222222223,248.0,270,before,2
2,14.760338,0.0,0.0,0.0,0.0,1.5384615384615385,3.076923076923077,0.0,1.5384615384615385,213.0,65,before,2
1,15.199612000000002,0.0,0.0,0.0,0.0,2.1604938271604937,1.2345679012345678,0.9259259259259258,0.6172839506172839,1667.0,324,before,1
1,33.878034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,7,before,1
1,14.914833999999999,0.0,0.0,0.0,0.0,2.3255813953488373,0.0,6.976744186046512,2.3255813953488373,476.0,86,before,1
872,85.39274300000001,1.261467889908257,0.0,0.0,0.5560947459538861,2.2243789838155443,3.2027909660834664,0.6846260787451145,2.169294126905018,306.0,76246,before,4
1,1.7389439999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3,before,1
2,68.27369,0.0,0.0,0.0,0.0,1.5384615384615385,3.076923076923077,3.076923076923077,0.0,171.0,65,before,2
44,66.45828999999999,0.0,0.0,0.0,0.4797441364605544,2.1321961620469083,3.251599147121535,0.5863539445628998,1.2260127931769722,200.0,1876,before,4
1,21.22737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,63,before,1
221,80.314255,0.4524886877828055,0.0,0.0,0.5050218464506611,1.543437553197526,2.3832491630255914,0.556091471372638,2.326505135334506,387.0,17623,before,4
2,18.341337,0.0,0.0,0.0,2.272727272727273,2.272727272727273,0.0,9.090909090909092,6.8181818181818175,122.0,44,before,2
2,71.977764,0.0,0.0,0.0,0.0,6.299212598425196,7.874015748031496,0.7874015748031495,0.0,331.0,127,before,2
7,62.322617,0.0,0.0,0.0,0.8113590263691683,1.8255578093306288,2.434077079107505,0.0,2.028397565922921,228.0,493,before,2
1,11.2247765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3,before,1
1,2.0812368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2,before,1
2,6.794193,0.0,0.0,0.0,0.0,4.285714285714286,1.0714285714285714,0.0,1.4285714285714286,777.0,280,before,2
1,1.523712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,35,before,1
1,1.7334009000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6,before,1
158,76.397246,0.0,0.0,0.0,0.18,1.9,3.2,0.54,0.5599999999999999,96.5,5000,before,4
6,30.946177000000002,0.0,0.0,0.0,1.3100436681222707,0.0,0.0,0.8733624454148471,1.3100436681222707,77.0,229,before,2
1,52.57485,0.0,0.0,0.0,0.0,3.3333333333333335,5.555555555555555,0.0,0.0,525.0,90,before,1
2,8.552123,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,89.5,37,before,2
1,57.50302000000001,0.0,0.0,0.0,0.0,1.6722408026755853,3.0100334448160537,1.0033444816053512,0.0,1684.0,299,before,1
80,58.26994,0.0,0.0,0.0,1.4087083790706183,1.4635931211123308,1.9392608854738382,0.43907793633369924,1.225759238931577,256.0,5466,before,4
1,4.7620320000000005,0.0,0.0,0.0,1.7543859649122806,1.7543859649122806,3.508771929824561,0.0,0.0,296.0,57,before,1
1,50.44575999999999,0.0,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0,0.0,167.0,33,before,1
22,89.362836,4.545454545454546,0.0,0.0,0.16375545851528384,2.4563318777292573,3.4388646288209603,0.2729257641921397,1.0917030567685588,280.5,1832,before,3
1,7.271317400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4,before,1
6,62.69149,0.0,0.0,0.0,1.3888888888888888,1.3888888888888888,0.0,0.0,2.7777777777777777,129.5,144,before,2
3,44.13802,0.0,0.0,0.0,1.1023622047244095,2.677165354330709,2.204724409448819,0.31496062992125984,2.3622047244094486,1173.0,635,before,2
6,56.400937,0.0,0.0,0.0,0.3115264797507788,5.29595015576324,4.984423676012461,1.557632398753894,5.29595015576324,272.0,321,before,2
1,76.39287,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,34.0,8,before,1
1,13.502353,0.0,0.0,0.0,0.0,3.6363636363636362,1.8181818181818181,0.0,5.454545454545454,268.0,55,before,1
1,1.7325167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4,before,1
3,65.35342299999999,0.0,0.0,0.0,4.713804713804714,3.7037037037037033,4.040404040404041,0.0,1.6835016835016834,240.0,297,before,2
2,23.143269,0.0,0.0,0.0,0.0,0.7575757575757576,3.0303030303030303,0.0,0.0,368.0,132,before,2
19,52.735126,0.0,0.0,0.0,0.0,1.0494752623688157,1.3493253373313343,0.5997001499250375,2.848575712143928,180.0,667,before,3
1,1.6016077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7,before,1
1,17.811288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,101.0,20,before,1
85,75.664765,0.0,0.0,0.0,0.3477795612627073,1.6051364365971106,1.9261637239165328,0.7758159443552702,1.792402354200107,171.0,3738,before,4
1,32.376102,0.0,0.0,0.0,0.0,4.3478260869565215,4.3478260869565215,0.0,0.0,114.0,23,before,1
1,71.80523,0.0,0.0,0.0,0.0,3.7453183520599254,5.617977528089887,0.37453183520599254,2.247191011235955,1433.0,267,before,1
6,70.538366,0.0,0.0,0.0,0.7662835249042145,3.5759897828863343,3.5759897828863343,1.532567049808429,0.2554278416347382,235.5,783,before,2
1,27.249634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,22,before,1
59,68.42905,0.0,0.0,0.0,0.8066839527513685,2.247191011235955,3.313166234514549,0.5762028233938346,2.6505329876116392,206.0,3471,before,4
1,4.3270845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382978723404255,229.0,47,before,1
1,7.2944544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8,before,1
1,17.568095,0.0,0.0,0.0,0.0,3.6231884057971016,4.3478260869565215,0.0,2.898550724637681,733.0,138,before,1
9,23.111856,0.0,0.0,0.0,0.0,0.49261083743842365,0.49261083743842365,0.0,1.477832512315271,116.0,203,before,3
41,63.085276,0.0,0.0,0.0,1.0833333333333335,1.7500000000000002,3.166666666666667,0.6666666666666667,1.9166666666666665,210.0,2400,before,4
9,76.62146,0.0,0.0,0.0,2.070393374741201,2.070393374741201,2.484472049689441,0.8281573498964804,0.8281573498964804,265.0,483,before,3
11,57.830316,0.0,0.0,0.0,0.4914004914004914,1.9656019656019657,1.9656019656019657,0.2457002457002457,0.9828009828009828,268.0,814,before,3
4,61.858785000000005,0.0,0.0,0.0,0.0,1.5267175572519083,3.0534351145038165,0.0,3.816793893129771,154.0,131,before,2
