num_posts,SEVERE_TOXICITY,SEVERE_TOXICITY80p,fixation_dict_incels,fixation_dict_td,fixation_dict_gc,NegativeEmotion,CoreHostility,We,They,length,count_repeated,kind,ptile
10,37.770846000000006,0.0,0.0,0.0,0.0,0.847457627118644,1.694915254237288,0.0,0.423728813559322,100.5,236,before,3
21,76.39239,0.0,0.0,0.0,0.09000900090009001,2.025202520252025,2.4752475247524752,1.125112511251125,0.7650765076507651,309.0,2222,before,3
1,46.973097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6,before,1
6,84.429586,16.666666666666664,0.0,0.0,0.0,3.75,3.125,0.0,1.875,116.0,160,before,2
1,49.20039,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,109.0,20,before,1
3,12.694211,0.0,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,124.0,65,before,2
1,5.700787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,before,1
102,68.577737,0.0,0.0,0.0,0.20435967302452315,1.7029972752043598,2.838328792007266,0.351952770208901,1.8960036330608536,337.5,8808,before,4
1,9.941993,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,118.0,17,before,1
1,15.421635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8,before,1
6,46.145156,0.0,0.0,0.0,0.0,1.3574660633484164,1.3574660633484164,0.0,0.4524886877828055,126.5,221,before,2
2,48.206344,0.0,0.0,0.0,0.0,2.5974025974025974,1.948051948051948,3.2467532467532463,1.2987012987012987,410.5,154,before,2
2,27.943911999999997,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,4.761904761904762,63.5,21,before,2
2,24.205957,0.0,0.0,0.0,3.125,1.875,1.875,0.0,2.5,470.5,160,before,2
24,49.082097000000005,0.0,0.0,0.0,0.4125412541254125,1.3201320132013201,2.31023102310231,0.825082508250825,1.0726072607260726,234.5,1212,before,3
33,61.309093000000004,0.0,0.0,0.0,0.5654281098546041,2.10016155088853,2.34248788368336,0.32310177705977383,1.2924071082390953,88.0,1238,before,4
1,11.102636,0.0,0.0,0.0,0.0,0.8620689655172413,2.586206896551724,0.0,0.0,610.0,116,before,1
1,9.341818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,80.0,15,before,1
1,1.2688266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5,before,1
140,71.745396,0.0,0.0,0.0,0.40733197556008144,2.69857433808554,2.8818737270875765,1.0590631364562118,1.0997963340122199,290.0,9820,before,4
168,63.847136000000006,0.0,0.0,0.0,0.5497861942577886,1.9853390348197923,2.9321930360415394,1.0079413561392792,1.2217470983506415,154.0,6548,before,4
3,4.6235856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25531914893617,55.0,47,before,2
2,53.828894999999996,0.0,0.0,0.0,3.225806451612903,3.225806451612903,3.225806451612903,0.0,6.451612903225806,87.5,31,before,2
1,24.557717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6,before,1
1,28.864625,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,4,before,1
1,77.850986,0.0,0.0,0.0,0.0,10.0,22.5,0.0,2.5,223.0,40,before,1
1,25.610074,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,140.0,26,before,1
2,40.360138,0.0,0.0,0.0,0.0,3.0303030303030303,3.0303030303030303,0.0,0.0,83.0,33,before,2
2,8.5287854,0.0,0.0,0.0,0.0,3.225806451612903,3.225806451612903,2.1505376344086025,6.451612903225806,253.0,93,before,2
5,38.624069999999996,0.0,0.0,0.0,0.0,0.684931506849315,0.0,1.36986301369863,4.10958904109589,175.0,146,before,2
1,20.948073,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,133.0,24,before,1
4,68.089664,0.0,0.0,0.0,0.0,3.571428571428571,3.571428571428571,2.380952380952381,3.571428571428571,118.5,84,before,2
1,76.3969,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,21.0,3,before,1
1,8.867045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,9,before,1
3,53.814113,0.0,0.0,0.0,2.8169014084507045,0.7042253521126761,2.8169014084507045,0.0,1.4084507042253522,273.0,142,before,2
1,3.0346403,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,65.0,11,before,1
1,11.497757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8,before,1
27,76.395214,0.0,0.0,0.0,0.21505376344086022,1.935483870967742,1.7204301075268817,0.6451612903225806,1.7204301075268817,62.0,465,before,3
3,49.215683,0.0,0.0,0.0,0.9009009009009009,0.9009009009009009,4.504504504504505,0.0,4.504504504504505,163.0,111,before,2
1,50.411545999999994,0.0,0.0,0.0,0.0,4.3478260869565215,3.260869565217391,0.0,0.0,498.0,92,before,1
1,8.684947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,14,before,1
29,63.57408,0.0,0.0,0.0,0.1937984496124031,2.5193798449612403,1.937984496124031,0.3875968992248062,1.3565891472868217,78.0,516,before,4
3,51.790243000000004,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,103.0,55,before,2
1,3.5300239999999996,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,42.0,9,before,1
1,10.181942,0.0,0.0,0.0,0.0,1.0869565217391304,0.5434782608695652,0.0,0.0,1203.0,184,before,1
1,33.232862000000004,0.0,0.0,0.0,3.0303030303030303,3.0303030303030303,9.090909090909092,0.0,0.0,180.0,33,before,1
1,3.3215027,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,58.0,12,before,1
99,73.68221,0.0,0.0,0.0,1.0427263479145472,1.8056968463886065,1.347914547304171,2.5432349949135302,1.3224821973550356,175.0,3932,before,4
1,44.768253,0.0,0.0,0.0,1.9607843137254901,3.9215686274509802,3.9215686274509802,0.0,1.9607843137254901,313.0,51,before,1
1,1.5029593,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,94.0,16,before,1
1,28.711766,0.0,0.0,0.0,0.0,7.6923076923076925,23.076923076923077,0.0,0.0,69.0,13,before,1
3,26.457497000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39,before,2
93,84.534216,3.225806451612903,0.0,0.0,0.47100382690609366,3.4147777450691787,4.827789225787459,0.1766264350897851,1.38357374153665,155.0,3397,before,4
25,45.085266000000004,0.0,0.0,0.0,0.819672131147541,1.8032786885245904,0.9836065573770493,0.819672131147541,1.3114754098360655,73.0,610,before,3
98,65.279925,0.0,0.0,0.0,0.23973629008091102,2.077714514034562,2.1376485865547896,0.33962641094795726,1.8979122964738786,461.5,10011,before,4
39,67.32864,0.0,0.0,0.0,0.18656716417910446,1.585820895522388,2.5186567164179103,1.0261194029850746,3.078358208955224,105.0,1072,before,4
2,61.25271,0.0,0.0,0.0,2.8368794326241136,4.25531914893617,4.964539007092199,0.0,0.7092198581560284,410.5,141,before,2
1,7.834460999999999,0.0,0.0,0.0,8.333333333333332,16.666666666666664,8.333333333333332,0.0,0.0,74.0,12,before,1
1,3.0452570000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,70.0,11,before,1
2,22.508377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.5,67,before,2
1,23.833285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6,before,1
1,14.181788000000001,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,84.0,12,before,1
12,28.28874,0.0,0.0,0.0,2.1297192642787994,1.1616650532429817,0.9680542110358179,0.29041626331074544,2.2265246853823815,453.0,1033,before,3
1,3.5378380000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,29,before,1
3,31.375268000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,38,before,2
32,80.677116,3.125,0.0,0.0,1.411764705882353,1.5686274509803921,2.1176470588235294,0.39215686274509803,0.7058823529411765,211.0,1275,before,4
1,18.967223,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,51.0,9,before,1
1,4.042014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,17,before,1
7,66.97970600000001,0.0,0.0,0.0,0.7092198581560284,0.9929078014184398,1.702127659574468,0.5673758865248227,0.9929078014184398,483.0,705,before,2
14,34.826207,0.0,0.0,0.0,1.146788990825688,1.91131498470948,2.064220183486239,0.0,1.7584097859327217,175.0,1308,before,3
1,15.610027,0.0,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,1.5873015873015872,359.0,63,before,1
25,84.16842,4.0,0.0,0.0,1.6766467065868262,0.8383233532934131,3.473053892215569,0.9580838323353293,1.9161676646706587,89.0,835,before,3
11,34.715869999999995,0.0,0.0,0.0,1.330203442879499,2.112676056338028,1.8779342723004695,0.7042253521126761,1.0172143974960877,454.0,1278,before,3
18,74.171305,0.0,0.0,0.0,0.3703703703703704,2.9629629629629632,3.888888888888889,0.0,2.037037037037037,96.0,540,before,3
3,30.96929,0.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,0.0,25.0,19,before,2
1,44.83516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,33,before,1
1,4.323871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,22,before,1
2,29.720974,0.0,0.0,0.0,0.0,3.2,2.4,0.0,1.6,324.0,125,before,2
4,22.473317,0.0,0.0,0.0,0.0,3.4482758620689653,1.1494252873563218,1.1494252873563218,0.0,68.0,87,before,2
14,72.31437,0.0,0.0,0.0,1.0037641154328731,1.7565872020075282,3.136762860727729,0.2509410288582183,1.1292346298619824,112.0,797,before,3
3,12.670471,0.0,0.0,0.0,0.0,2.127659574468085,0.0,4.25531914893617,0.0,52.0,47,before,2
4,37.90602,0.0,0.0,0.0,0.5780346820809248,1.7341040462427744,2.023121387283237,0.0,0.5780346820809248,315.0,346,before,2
1,1.8488968000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2,before,1
2,17.961615000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5,before,2
11,50.839144000000005,0.0,0.0,0.0,0.0,0.8403361344537815,0.8403361344537815,0.6722689075630253,1.5126050420168067,239.0,595,before,3
3,38.072753,0.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,3.7037037037037033,66.0,54,before,2
3,39.101183,0.0,0.0,0.0,0.2008032128514056,1.2048192771084338,0.6024096385542169,0.0,1.0040160642570282,665.0,498,before,2
5,62.62603,0.0,0.0,0.0,2.054794520547945,2.73972602739726,4.794520547945205,0.0,0.684931506849315,135.0,292,before,2
2,47.826633,0.0,0.0,0.0,0.0,0.0,10.526315789473683,0.0,0.0,44.0,19,before,2
3,45.5744,0.0,0.0,0.0,4.25531914893617,2.127659574468085,1.0638297872340425,1.0638297872340425,7.446808510638298,85.0,94,before,2
4,54.7062,0.0,0.0,0.0,0.46728971962616817,2.336448598130841,4.672897196261682,0.0,1.8691588785046727,266.5,214,before,2
20,65.76779,0.0,0.0,0.0,0.36231884057971014,1.932367149758454,2.657004830917874,0.12077294685990338,0.966183574879227,168.0,828,before,3
4,64.82293,0.0,0.0,0.0,9.090909090909092,4.545454545454546,9.090909090909092,0.0,0.0,15.5,22,before,2
5,15.264504,0.0,0.0,0.0,1.0526315789473684,2.1052631578947367,0.5263157894736842,0.5263157894736842,1.0526315789473684,125.0,190,before,2
1,1.5954380000000001,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,111.0,21,before,1
12,24.636307,0.0,0.0,0.0,0.24691358024691357,1.4814814814814816,1.2345679012345678,0.0,2.2222222222222223,139.0,405,before,3
1,11.986032,0.0,0.0,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,56.0,12,before,1
2,4.265755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,38,before,2
1,76.880056,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,71.0,14,before,1
3,6.462783,0.0,0.0,0.0,0.0,0.0,0.6756756756756757,1.3513513513513513,2.7027027027027026,242.0,148,before,2
2,59.607637000000004,0.0,0.0,0.0,1.8181818181818181,3.6363636363636362,5.454545454545454,0.0,1.8181818181818181,158.0,55,before,2
1,33.688635,0.0,0.0,0.0,0.0,5.769230769230769,5.769230769230769,0.0,3.8461538461538463,406.0,52,before,1
1,37.044638,0.0,0.0,0.0,0.847457627118644,1.694915254237288,0.847457627118644,0.0,0.0,651.0,118,before,1
5,56.2434,0.0,0.0,0.0,0.0,1.7520215633423182,2.15633423180593,0.6738544474393532,0.40431266846361186,613.0,742,before,2
37,68.27978,0.0,0.0,0.0,0.9688934217236104,1.9377868434472207,3.4166241713411525,0.3059663437021928,1.3768485466598674,165.0,1961,before,4
3,42.67598,0.0,0.0,0.0,0.0,3.7037037037037033,14.814814814814813,0.0,0.0,34.0,27,before,2
2,37.929958,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,96.0,30,before,2
13,84.16842,15.384615384615385,0.0,0.0,3.3333333333333335,4.814814814814815,8.148148148148149,0.0,1.8518518518518516,86.0,270,before,3
1,2.2401543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,before,1
2,42.891794,0.0,0.0,0.0,0.0,1.6666666666666667,2.2222222222222223,1.6666666666666667,0.5555555555555556,480.5,180,before,2
5,32.676917,0.0,0.0,0.0,0.37593984962406013,1.1278195488721803,2.2556390977443606,0.0,1.5037593984962405,255.0,266,before,2
12,68.2464,0.0,0.0,0.0,1.3377926421404682,4.3478260869565215,4.682274247491638,1.3377926421404682,1.6722408026755853,126.0,299,before,3
1,10.635973,0.0,0.0,0.0,0.0,3.2128514056224895,2.0080321285140563,10.040160642570282,0.0,1221.0,249,before,1
2,15.085377999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,17,before,2
1,86.39381499999999,100.0,0.0,0.0,0.0,33.33333333333333,83.33333333333334,0.0,0.0,30.0,6,before,1
4,50.581469999999996,0.0,0.0,0.0,2.803738317757009,1.4018691588785046,1.4018691588785046,0.0,1.4018691588785046,342.0,214,before,2
3,51.244277000000004,0.0,0.0,0.0,0.0,0.8695652173913043,1.7391304347826086,1.7391304347826086,2.608695652173913,61.0,115,before,2
1,3.220108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8,before,1
5,25.701496000000002,0.0,0.0,0.0,1.5873015873015872,1.5873015873015872,1.5873015873015872,0.0,0.0,64.0,63,before,2
1,5.4580845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4,before,1
1,13.439365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6,before,1
1,33.308873,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,29.0,7,before,1
3,2.5772719,0.0,0.0,0.0,2.941176470588235,0.0,0.0,0.0,0.0,67.0,34,before,2
1,2.539151,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,70.0,12,before,1
1,14.772590999999998,0.0,0.0,0.0,0.9708737864077669,0.0,1.9417475728155338,0.0,2.912621359223301,658.0,103,before,1
1,52.460176000000004,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,189.0,32,before,1
9,65.510464,0.0,0.0,0.0,0.2583979328165375,0.516795865633075,3.359173126614987,0.2583979328165375,1.8087855297157622,211.0,387,before,3
1,5.8998592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11,before,1
34,78.88781,0.0,0.0,0.0,0.7972665148063782,2.164009111617312,2.3917995444191344,1.4806378132118452,1.8223234624145785,251.0,1756,before,4
6,30.723625,0.0,0.0,0.0,0.4273504273504274,2.564102564102564,1.7094017094017095,0.0,0.4273504273504274,150.5,234,before,2
1,53.381769999999996,0.0,0.0,0.0,0.0,4.761904761904762,9.523809523809524,0.0,9.523809523809524,102.0,21,before,1
2,67.171335,0.0,0.0,0.0,0.4016064257028112,3.2128514056224895,5.220883534136546,0.4016064257028112,1.2048192771084338,745.0,249,before,2
2,31.93188,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,2.2222222222222223,0.0,112.0,45,before,2
2,33.154696,0.0,0.0,0.0,0.0,1.7241379310344827,3.4482758620689653,0.0,0.0,164.0,58,before,2
3,29.656404,0.0,0.0,0.0,0.7518796992481203,2.2556390977443606,1.5037593984962405,0.7518796992481203,0.37593984962406013,275.0,266,before,2
1,14.78291,0.0,0.0,0.0,0.0,2.8368794326241136,5.673758865248227,0.0,0.7092198581560284,973.0,141,before,1
49,54.635619999999996,0.0,0.0,0.0,1.2021246854906347,2.236511042773274,1.7053396701146213,1.2021246854906347,1.425775789767962,314.0,3577,before,4
92,87.95989,2.1739130434782608,0.0,0.0,0.35896467031928964,2.852824485169091,3.287360665029284,0.28339316077838655,2.1537880219157377,261.5,5293,before,4
1,3.718105,0.0,0.0,0.0,0.9803921568627451,0.9803921568627451,1.4705882352941175,0.49019607843137253,2.450980392156863,1218.0,204,before,1
2,38.60378,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,60.0,23,before,2
3,26.426715,0.0,0.0,0.0,0.0,1.6835016835016834,4.713804713804714,0.0,1.6835016835016834,696.0,297,before,2
1,74.777037,0.0,0.0,0.0,0.0,3.571428571428571,4.761904761904762,1.1904761904761905,0.0,489.0,84,before,1
7,84.86256,28.57142857142857,0.0,0.0,0.6550218340611353,3.056768558951965,5.676855895196507,0.8733624454148471,1.9650655021834063,403.0,458,before,2
3,72.98689,0.0,0.0,0.0,1.4925373134328357,2.9850746268656714,8.955223880597014,0.0,2.9850746268656714,120.0,67,before,2
10,67.123955,0.0,0.0,0.0,0.1524390243902439,2.591463414634146,3.048780487804878,1.2195121951219512,1.0670731707317074,217.5,656,before,3
1,39.816532,0.0,0.0,0.0,0.0,1.951219512195122,2.9268292682926833,0.0,0.0,1087.0,205,before,1
21,68.02136300000001,0.0,0.0,0.0,0.7984031936127743,1.7964071856287425,1.3972055888223553,0.19960079840319359,2.3952095808383236,72.0,501,before,3
1,3.125583,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,35.0,7,before,1
2,68.03592,0.0,0.0,0.0,4.761904761904762,0.0,4.761904761904762,0.0,0.0,98.0,21,before,2
19,20.685392999999998,0.0,0.0,0.0,1.3921113689095126,0.6960556844547563,0.9280742459396751,0.0,3.7122969837587005,75.0,431,before,3
2,21.055716,0.0,0.0,0.0,1.5873015873015872,3.1746031746031744,4.761904761904762,0.0,3.1746031746031744,170.5,63,before,2
3,3.3729861999999997,0.0,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0,56.0,29,before,2
2,14.336284999999998,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,0.0,1.2345679012345678,257.0,81,before,2
236,86.722696,2.5423728813559325,0.0,0.0,0.43859649122807015,2.9669762641898867,6.191950464396285,1.109391124871001,1.9865841073271415,71.5,3876,before,4
3,51.475685999999996,0.0,0.0,0.0,0.5545286506469501,1.6635859519408502,1.6635859519408502,0.5545286506469501,2.033271719038817,581.0,541,before,2
3,60.360150000000004,0.0,0.0,0.0,0.0,9.523809523809524,14.285714285714285,0.0,0.0,38.0,21,before,2
1,0.8392116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,before,1
2,27.55902,0.0,0.0,0.0,0.0,1.948051948051948,1.948051948051948,0.6493506493506493,3.2467532467532463,428.5,154,before,2
3,4.829095,0.0,0.0,0.0,0.0,2.197802197802198,1.098901098901099,0.0,0.0,340.0,182,before,2
2,89.16669,50.0,0.0,0.0,0.0,8.791208791208792,20.87912087912088,0.0,0.0,240.5,91,before,2
1,11.558342000000001,0.0,0.0,0.0,0.0,3.125,3.125,0.0,0.0,194.0,32,before,1
6,17.346206,0.0,0.0,0.0,0.5415162454873645,2.166064981949458,1.1732851985559567,0.2707581227436823,1.444043321299639,1090.5,1108,before,2
7,14.689484,0.0,0.0,0.0,0.0,0.8928571428571428,1.7857142857142856,0.4464285714285714,1.3392857142857142,127.0,224,before,2
1,25.43358,0.0,0.0,0.0,0.0,2.083333333333333,4.166666666666666,3.125,0.0,495.0,96,before,1
5,62.595266,0.0,0.0,0.0,0.0,7.5,7.5,0.0,0.0,43.0,40,before,2
1,18.281747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4,before,1
3,12.8146,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,51.0,24,before,2
3,47.611146999999995,0.0,0.0,0.0,0.0,0.1893939393939394,2.083333333333333,0.3787878787878788,0.946969696969697,666.0,528,before,2
5,28.252128,0.0,0.0,0.0,1.536312849162011,1.3966480446927374,1.3966480446927374,1.536312849162011,0.13966480446927373,830.0,716,before,2
1,10.400882,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,91.0,17,before,1
4,16.631603000000002,0.0,0.0,0.0,0.0,3.4482758620689653,1.1494252873563218,0.0,0.0,125.5,87,before,2
7,52.17031,0.0,0.0,0.0,0.5012531328320802,0.7518796992481203,1.7543859649122806,0.5012531328320802,1.5037593984962405,159.0,399,before,2
2,89.362836,50.0,0.0,0.0,0.0,11.11111111111111,18.51851851851852,0.0,3.7037037037037033,73.0,27,before,2
2,6.0167775,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,235.5,80,before,2
1,7.888636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5,before,1
14,29.319121999999997,0.0,0.0,0.0,4.381443298969072,0.5154639175257731,0.5154639175257731,0.0,1.804123711340206,129.5,388,before,3
17,51.71092,0.0,0.0,0.0,0.6234413965087282,2.369077306733167,2.6184538653366585,0.997506234413965,1.7456359102244388,246.0,802,before,3
1,2.1442682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,before,1
1,40.923795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,25,before,1
1,75.399494,0.0,0.0,0.0,4.0,4.0,12.0,8.0,0.0,113.0,25,before,1
1,9.944985,0.0,0.0,0.0,0.0,0.6928406466512702,0.4618937644341801,2.0785219399538106,1.8475750577367205,2652.0,433,before,1
1,8.809682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6,before,1
17,61.04287000000001,0.0,0.0,0.0,0.3748125937031484,1.9490254872563717,2.47376311844078,1.2743628185907045,1.0494752623688157,342.0,1334,before,3
2,49.582454999999996,0.0,0.0,0.0,0.0,2.797202797202797,6.293706293706294,1.3986013986013985,0.6993006993006993,392.0,143,before,2
1,4.0649169999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,23,before,1
1,42.41181,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,241.0,40,before,1
1,1.0803047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,before,1
3,52.81366,0.0,0.0,0.0,0.0,5.590062111801243,6.211180124223603,1.2422360248447204,1.8633540372670807,216.0,161,before,2
1,2.5492745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,40,before,1
1,3.7335109999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6,before,1
1,3.241025,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,51.0,8,before,1
11,80.35835,9.090909090909092,0.0,0.0,1.662049861495845,3.32409972299169,5.263157894736842,0.554016620498615,2.7700831024930745,64.0,361,before,3
1,3.698955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,23,before,1
1,1.0781752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4,before,1
60,68.0381,0.0,0.0,0.0,0.5686433793663688,0.8935824532900082,1.2997562956945572,0.5280259951259139,1.421608448415922,164.0,2462,before,4
69,86.41036,13.043478260869565,0.0,0.0,1.8675721561969438,3.4238822863610636,7.017543859649122,0.5659309564233164,3.537068477645727,227.0,3534,before,4
18,75.66139,0.0,0.0,0.0,0.8163265306122449,1.6326530612244898,3.0204081632653064,0.4897959183673469,1.5510204081632653,236.0,1225,before,3
1,60.981494000000005,0.0,0.0,0.0,1.015228426395939,5.583756345177665,7.1065989847715745,0.5076142131979695,1.015228426395939,1019.0,197,before,1
4,27.937904000000003,0.0,0.0,0.0,0.0,2.083333333333333,8.333333333333332,0.0,0.0,48.5,48,before,2
10,51.472629999999995,0.0,0.0,0.0,0.34071550255536626,3.0664395229982966,4.258943781942079,1.5332197614991483,0.8517887563884157,324.0,587,before,3
99,81.34423,2.0202020202020203,0.0,0.0,0.9418353060964745,1.718213058419244,2.9145984472444955,0.45819014891179843,1.6418480336006107,296.0,7857,before,4
2,9.627447,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,43.0,16,before,2
11,68.19229,0.0,0.0,0.0,0.5859375,2.9296875,3.515625,0.390625,1.3671875,150.0,512,before,3
7,46.315876,0.0,0.0,0.0,1.5228426395939088,2.030456852791878,0.0,0.0,3.0456852791878175,152.0,197,before,2
2,57.544756,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,118.5,40,before,2
1,7.650638,0.0,0.0,0.0,0.0,2.857142857142857,0.9523809523809524,0.0,0.0,650.0,105,before,1
6,38.946068,0.0,0.0,0.0,1.7467248908296942,1.0917030567685588,1.5283842794759825,0.21834061135371177,3.056768558951965,389.5,458,before,2
2,19.653913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,25,before,2
1,3.3823475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11,before,1
1,16.295254,0.0,0.0,0.0,0.0,5.88235294117647,11.76470588235294,0.0,0.0,297.0,17,before,1
1,15.747976,0.0,0.0,0.0,0.0,3.7735849056603774,3.7735849056603774,0.0,2.8301886792452833,640.0,106,before,1
7,76.391155,0.0,0.0,0.0,0.0,3.7735849056603774,6.60377358490566,0.0,0.9433962264150944,82.0,106,before,2
14,75.894266,0.0,0.0,0.0,0.9533898305084746,1.059322033898305,2.330508474576271,1.059322033898305,0.7415254237288136,313.5,944,before,3
2,39.43042,0.0,0.0,0.0,0.0,1.8181818181818181,0.9090909090909091,0.0,1.8181818181818181,298.5,110,before,2
1,7.761896999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.564102564102564,205.0,39,before,1
1,68.07994000000001,0.0,0.0,0.0,0.0,8.333333333333332,16.666666666666664,0.0,0.0,60.0,12,before,1
1,27.753863000000003,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,265.0,50,before,1
1,1.4206608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,43.0,7,before,1
1,22.500809,0.0,0.0,0.0,0.0,4.545454545454546,9.090909090909092,0.0,4.545454545454546,130.0,22,before,1
5,68.05363,0.0,0.0,0.0,0.0,4.30622009569378,1.9138755980861244,0.0,0.4784688995215311,171.0,209,before,2
3,31.741681999999997,0.0,0.0,0.0,2.3255813953488373,2.3255813953488373,4.651162790697675,0.0,4.651162790697675,69.0,43,before,2
1,1.3951432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,before,1
1,2.754192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,before,1
1,81.87272,100.0,0.0,0.0,0.0,14.285714285714285,42.857142857142854,0.0,0.0,43.0,7,before,1
4,79.926175,0.0,0.0,0.0,0.0,8.148148148148149,10.37037037037037,0.7407407407407408,2.9629629629629632,129.0,135,before,2
1,16.944739000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,507.0,90,before,1
