venue,date_post,id,author,length,first,idpauthor,intervention_flag,date_idx
/r/Incels,2017-08-20,3658,688,140.32750136686715,180,5.316860465116279,0,-79
/r/Incels,2017-08-21,2737,596,137.45232005845816,131,4.592281879194631,0,-78
/r/Incels,2017-08-22,2972,627,131.09589502018844,137,4.7400318979266345,0,-77
/r/Incels,2017-08-23,3804,732,126.6264458464774,195,5.19672131147541,0,-76
/r/Incels,2017-08-24,3667,763,137.84946823016088,209,4.806028833551769,0,-75
/r/Incels,2017-08-25,3898,769,148.2362750128271,187,5.068920676202861,0,-74
/r/Incels,2017-08-26,3910,760,154.65728900255755,206,5.144736842105263,0,-73
/r/Incels,2017-08-27,3838,777,143.91636268890048,202,4.93951093951094,0,-72
/r/Incels,2017-08-28,3969,747,146.29352481733434,159,5.313253012048193,0,-71
/r/Incels,2017-08-29,3885,751,130.81003861003862,163,5.173102529960053,0,-70
/r/Incels,2017-08-30,3534,717,134.35597057159026,151,4.928870292887029,0,-69
/r/Incels,2017-08-31,3915,704,131.25925925925927,163,5.561079545454546,0,-68
/r/Incels,2017-09-01,3597,736,129.29357798165137,190,4.887228260869565,0,-67
/r/Incels,2017-09-02,3281,653,128.82718683328252,136,5.024502297090352,0,-66
/r/Incels,2017-09-03,3340,720,134.3562874251497,166,4.638888888888889,0,-65
/r/Incels,2017-09-04,3723,720,134.31453129196885,161,5.170833333333333,0,-64
/r/Incels,2017-09-05,4026,739,126.44361649279682,151,5.447902571041949,0,-63
/r/Incels,2017-09-06,3598,738,130.95358532518065,157,4.875338753387534,0,-62
/r/Incels,2017-09-07,3901,717,142.5554985901051,150,5.4407252440725244,0,-61
/r/Incels,2017-09-08,3275,666,125.69557251908397,118,4.9174174174174174,0,-60
/r/Incels,2017-09-09,3752,693,123.44856076759062,144,5.414141414141414,0,-59
/r/Incels,2017-09-10,3309,691,119.26956784527047,136,4.788712011577424,0,-58
/r/Incels,2017-09-11,3306,711,127.90562613430127,135,4.649789029535865,0,-57
/r/Incels,2017-09-12,3529,669,134.67809577784075,133,5.275037369207773,0,-56
/r/Incels,2017-09-13,3602,739,123.33481399222654,133,4.874154262516915,0,-55
/r/Incels,2017-09-14,4074,774,126.72901325478645,165,5.263565891472868,0,-54
/r/Incels,2017-09-15,4584,832,121.41186736474694,179,5.509615384615385,0,-53
/r/Incels,2017-09-16,4435,819,125.84171364148816,213,5.415140415140415,0,-52
/r/Incels,2017-09-17,3837,731,139.21240552514985,165,5.248974008207934,0,-51
/r/Incels,2017-09-18,3490,670,143.41146131805158,129,5.208955223880597,0,-50
/r/Incels,2017-09-19,3353,718,137.16522517148823,139,4.66991643454039,0,-49
/r/Incels,2017-09-20,1274,248,135.80455259026687,18,5.137096774193548,0,-48
/r/Incels,2017-09-21,1245,278,112.51164658634538,31,4.4784172661870505,0,-47
/r/Incels,2017-09-22,1228,228,96.66042345276873,15,5.385964912280702,0,-46
/r/Incels,2017-09-23,1562,272,110.89116517285531,16,5.742647058823529,0,-45
/r/Incels,2017-09-24,1411,269,100.08433734939759,23,5.245353159851301,0,-44
/r/Incels,2017-09-25,1282,253,110.56162246489859,16,5.067193675889328,0,-43
/r/Incels,2017-09-26,1116,211,105.24820788530467,4,5.289099526066351,0,-42
